Category:,Congress,Bill Type,Bill Number,Vote Position
passage-suspension,108,hr,1533,Yea
passage,108,hr,2765,Nay
passage-suspension,108,hres,453,Yea
passage,108,hr,1000,Nay
passage-suspension,108,hres,19,Yea
passage-suspension,108,hres,357,Yea
passage,108,hr,3161,Yea
passage-suspension,108,hconres,85,Yea
passage-suspension,108,hconres,109,Yea
passage,108,hr,2657,Yea
passage-suspension,108,hres,153,Yea
passage,108,hr,4,Nay
passage-suspension,108,s,858,Yea
passage-suspension,108,hconres,49,Yea
passage,108,s,151,Yea
passage-suspension,108,hr,1828,Yea
passage-suspension,108,hr,1584,Yea
passage,108,hres,418,Yea
passage-suspension,108,hr,1368,Yea
passage-suspension,108,hr,205,Yea
passage,108,hr,534,Nay
passage-suspension,108,hres,165,Yea
passage-suspension,108,hconres,118,Yea
passage-suspension,108,hconres,26,Yea
passage-suspension,108,hr,874,Yea
passage-suspension,108,hr,1412,Yea
passage-suspension,108,hres,122,Yea
passage,108,hjres,69,Yea
passage,108,hr,522,Yea
passage,108,hr,2559,Yea
passage-suspension,108,hres,179,Yea
passage,108,hres,422,Not Voting
passage-suspension,108,hconres,141,Yea
passage,108,hres,417,Yea
passage-suspension,108,hres,127,Yea
passage-suspension,108,hr,258,Yea
passage-suspension,108,hres,149,Yea
passage-suspension,108,hjres,49,Yea
passage,108,hres,198,Yea
passage-suspension,108,hr,2474,Yea
passage-suspension,108,hr,2489,Yea
passage-suspension,108,hr,3059,Yea
passage,108,hr,5212,Yea
passage,108,hres,828,Nay
passage-suspension,108,hr,2993,Yea
passage-suspension,108,hres,853,Not Voting
passage-suspension,108,hres,622,Yea
passage,108,hr,4567,Yea
passage-suspension,108,hres,475,Yea
passage-suspension,108,sconres,114,Yea
passage-suspension,108,hres,392,Yea
passage,108,hr,1350,Yea
passage-suspension,108,hr,4299,Yea
passage,108,sconres,95,Nay
passage-suspension,108,hr,5061,Yea
passage,108,hr,2751,Yea
passage-suspension,108,s,2057,Yea
passage,108,s,1920,Yea
passage-suspension,108,hconres,358,Yea
passage-suspension,108,hres,676,Yea
passage-suspension,108,hr,2707,Yea
passage-suspension,108,hconres,264,Yea
passage-suspension,108,hr,3942,Yea
passage-suspension,108,hconres,398,Yea
passage-suspension,108,hres,519,Yea
passage,108,hr,4520,Nay
passage-suspension,108,s,2264,Yea
passage-suspension,108,hres,577,Yea
passage-suspension,108,hjres,110,Yea
passage-suspension,108,hr,958,Yea
passage-suspension,108,s,1134,Yea
passage-suspension,108,hr,254,Yea
passage,108,hr,4279,Yea
passage,108,hres,846,Not Voting
passage-suspension,108,hconres,328,Yea
passage-suspension,108,hconres,352,Yea
passage-suspension,108,hr,2408,Yea
passage-suspension,108,hr,4176,Yea
passage,108,hr,2844,Yea
passage-suspension,108,hconres,359,Yea
passage-suspension,108,s,714,Yea
passage-suspension,108,hres,600,Yea
passage-suspension,108,hconres,287,Yea
passage,108,hr,4517,Nay
passage,108,hr,3313,Nay
passage,108,hr,4837,Yea
passage,108,hr,4503,Nay
passage-suspension,108,hr,4363,Yea
passage,108,hr,4613,Yea
passage-suspension,108,hconres,469,Yea
passage-suspension,108,hres,792,Yea
passage-suspension,108,hres,492,Yea
passage-suspension,108,hres,489,Yea
passage-suspension,108,s,1814,Yea
passage-suspension,108,hres,760,Yea
passage-suspension,108,hconres,417,Yea
passage,108,hres,766,Nay
passage-suspension,108,hres,658,Yea
passage,108,hr,4613,Yea
passage-suspension,108,hconres,13,Yea
passage-suspension,108,hres,591,Yea
passage-suspension,108,hconres,467,Yea
passage-suspension,108,hr,4545,Nay
passage-suspension,108,hr,4056,Yea
passage-suspension,108,hres,660,Yea
passage-suspension,108,hr,3369,Yea
passage-suspension,108,hres,567,Yea
passage-suspension,108,hres,667,Yea
passage-suspension,108,hr,4109,Yea
passage-suspension,108,hres,490,Yea
passage-suspension,108,hres,491,Yea
passage-suspension,108,sconres,76,Yea
passage,108,hconres,432,Nay
passage-suspension,108,hr,163,Nay
passage,108,hr,2028,Nay
passage,108,hres,664,Not Voting
passage-suspension,108,s,2634,Yea
passage-suspension,108,hres,723,Yea
passage-suspension,108,hr,4840,Yea
passage-suspension,108,hr,2929,Yea
passage-suspension,108,hr,1057,Yea
passage,108,hr,4571,Yea
passage,108,hr,2443,Yea
passage-suspension,108,hr,4608,Yea
passage-suspension,108,hconres,460,Yea
passage,108,hr,4568,Yea
passage-suspension,108,hr,4019,Yea
passage,108,hres,866,Not Voting
passage-suspension,108,hres,530,Yea
passage-suspension,108,hres,526,Yea
passage-suspension,108,hr,3147,Yea
passage-suspension,108,hconres,257,Yea
passage-suspension,108,hconres,403,Yea
passage,108,hr,1375,Yea
passage-suspension,108,hres,576,Yea
passage-suspension,108,hres,605,Yea
passage-suspension,108,hconres,15,Yea
passage-suspension,108,hres,599,Yea
passage-suspension,108,hres,551,Yea
passage,108,hr,2728,Yea
passage-suspension,108,hconres,420,Yea
passage-suspension,108,hr,3095,Yea
passage-suspension,108,hr,2584,Yea
passage,108,hr,2729,Nay
passage-suspension,108,hres,433,Yea
passage,108,hr,3550,Yea
passage-suspension,108,hconres,410,Yea
passage,108,hres,691,Yea
passage-suspension,108,hr,4030,Yea
passage-suspension,108,hr,3769,Yea
passage-suspension,108,hr,912,Yea
passage-suspension,108,hr,1779,Yea
passage-suspension,108,hr,5382,Not Voting
passage,108,hr,2730,Yea
passage-suspension,108,hr,3723,Yea
passage-suspension,108,hres,402,Yea
passage-suspension,108,hr,3733,Yea
passage,108,hconres,414,Yea
passage,108,hconres,393,Nay
passage-suspension,108,hr,3722,Nay
passage-suspension,108,hres,705,Yea
passage-suspension,108,hconres,380,Yea
passage-suspension,108,hconres,423,Yea
passage-suspension,108,hres,540,Yea
passage,108,hr,4759,Nay
passage-suspension,108,hconres,386,Yea
passage-suspension,108,hres,157,Yea
passage-suspension,108,hjres,84,Yea
passage,108,hres,707,Nay
passage,108,hres,581,Yea
passage-suspension,108,hres,399,Yea
passage-suspension,108,hr,3980,Yea
passage-suspension,108,s,1904,Yea
passage-suspension,108,hr,5186,Yea
passage-suspension,108,hr,3786,Yea
passage-suspension,108,hconres,364,Yea
passage-suspension,108,hconres,424,Yea
passage-suspension,108,hr,3926,Yea
passage-suspension,108,hr,3873,Yea
passage-suspension,108,hres,412,Yea
passage,108,hr,4755,Yea
passage-suspension,108,s,2302,Yea
passage-suspension,108,hr,1587,Yea
passage-suspension,108,hconres,373,Yea
passage-suspension,108,hconres,409,Yea
passage-suspension,108,hr,3783,Yea
passage-suspension,108,hr,4219,Yea
passage-suspension,108,hres,578,Yea
passage,108,hres,685,Yea
passage,108,hr,743,Yea
passage,108,hres,706,Nay
passage-suspension,108,hres,507,Yea
passage-suspension,108,hr,3104,Yea
passage-suspension,108,s,1881,Yea
passage,108,hr,4818,Yea
passage-suspension,108,hr,1417,Yea
passage-suspension,108,hr,1768,Yea
passage-suspension,108,hconres,326,Yea
passage,108,hr,3574,Yea
passage-suspension,108,hres,56,Yea
passage-suspension,108,hconres,189,Yea
passage-suspension,108,hconres,378,Yea
passage-suspension,108,hr,4661,Yea
passage-suspension,108,hres,522,Yea
passage-suspension,108,hr,3782,Yea
passage-suspension,108,hr,5213,Yea
passage-suspension,108,hres,608,Yea
passage,108,hr,4850,Yea
passage-suspension,108,sjres,28,Yea
passage-suspension,108,hr,1385,Yea
passage-suspension,108,hr,5149,Yea
passage-suspension,108,hconres,501,Yea
passage-suspension,108,hres,612,Yea
passage-suspension,108,hr,1084,Yea
passage,108,hres,663,Not Voting
passage,108,hr,5006,Yea
passage-suspension,108,hconres,436,Yea
passage,108,hr,4513,Nay
passage-suspension,108,hr,4053,Yea
passage,108,hres,674,Yea
passage,108,hr,4842,Yea
passage-suspension,108,hr,4381,Yea
passage-suspension,108,hres,655,Yea
passage-suspension,108,hconres,363,Yea
passage-suspension,108,hconres,295,Yea
passage-suspension,108,hr,1787,Yea
passage,108,hjres,83,Yea
passage-suspension,108,hr,3866,Yea
passage,108,hjres,106,Nay
passage-suspension,108,hr,4231,Yea
passage-suspension,108,hconres,413,Yea
passage-suspension,108,hr,3493,Yea
passage-suspension,108,hconres,449,Yea
passage,108,hr,4567,Yea
passage-suspension,108,hr,4556,Yea
passage-suspension,108,hres,652,Yea
passage-suspension,108,hconres,418,Yea
passage-suspension,108,hr,4635,Yea
passage-suspension,108,hr,4175,Yea
passage-suspension,108,hr,4879,Yea
passage-suspension,108,hjres,97,Yea
passage,108,hr,5107,Yea
passage-suspension,108,hres,653,Yea
passage,108,hres,738,Yea
passage,108,hres,757,Yea
passage-suspension,108,hres,728,Yea
passage-suspension,108,hr,4323,Yea
passage-suspension,108,hr,5011,Yea
passage,108,hr,5025,Yea
passage-suspension,108,hres,669,Yea
passage,108,hr,4850,Yea
passage,108,hr,2731,Nay
passage-suspension,108,hres,558,Yea
passage,108,hr,4766,Yea
passage-suspension,108,hres,615,Yea
passage,108,hr,4200,Yea
passage-suspension,108,hconres,462,Yea
passage,108,hres,645,Nay
passage,108,hr,4754,Yea
passage,108,hr,4281,Yea
passage,108,s,2845,Not Voting
passage-suspension,108,hr,1822,Yea
passage-suspension,108,hconres,528,Not Voting
passage-suspension,108,hr,1417,Yea
passage-suspension,108,hr,4037,Yea
passage,108,hr,3752,Yea
passage-suspension,108,hres,713,Present
passage-suspension,108,hjres,91,Yea
passage-suspension,108,hjres,87,Yea
passage,108,hr,4837,Yea
passage-suspension,108,hr,3740,Yea
passage,108,hr,339,Nay
passage,108,s,15,Yea
passage,108,hr,4227,Nay
passage,108,hr,2432,Yea
passage,108,hres,712,Yea
passage,108,hconres,518,Nay
passage,108,hr,4614,Yea
passage,108,hr,1561,Yea
passage-suspension,108,hr,3389,Yea
passage,108,hr,4818,Not Voting
passage-suspension,108,hr,3855,Yea
passage-suspension,108,hr,3970,Yea
passage,109,hres,742,Nay
passage,109,hres,895,Nay
passage-suspension,109,hres,795,Yea
passage,109,hres,1099,Nay
passage-suspension,109,hr,4944,Yea
passage,109,hr,5684,Yea
passage-suspension,109,hr,5061,Yea
passage-suspension,109,s,203,Not Voting
passage-suspension,109,hr,5948,Yea
passage,109,hr,513,Yea
passage,109,s,3930,Not Voting
passage-suspension,109,hres,357,Yea
passage-suspension,109,sjres,28,Yea
passage-suspension,109,sconres,79,Yea
passage-suspension,109,hr,4054,Yea
passage-suspension,109,hr,3505,Yea
passage-suspension,109,hr,5143,Yea
passage,109,hres,1100,Yea
passage,109,hres,815,Nay
passage-suspension,109,hconres,190,Yea
passage-suspension,109,s,1496,Not Voting
passage-suspension,109,hres,692,Yea
passage,109,hr,5441,Not Voting
passage-suspension,109,hconres,448,Yea
passage-suspension,109,hres,1088,Yea
passage-suspension,109,hr,2563,Yea
passage-suspension,109,hres,736,Yea
passage,109,hres,1053,Not Voting
passage-suspension,109,hr,5646,Yea
passage-suspension,109,hr,3829,Yea
passage-suspension,109,s,2271,Yea
passage,109,hr,5631,Yea
passage-suspension,109,hr,4745,Yea
passage-suspension,109,hr,4709,Yea
passage-suspension,109,hr,1259,Yea
passage,109,hr,5252,Nay
passage-suspension,109,hres,605,Yea
passage,109,hres,966,Nay
passage,109,hr,5631,Yea
passage-suspension,109,hr,5062,Not Voting
passage,109,hres,1039,Nay
passage-suspension,109,hres,670,Yea
passage-suspension,109,hres,723,Yea
passage,109,hr,2965,Not Voting
passage-suspension,109,hr,2808,Yea
passage,109,hres,958,Nay
passage,109,hconres,459,Nay
passage-suspension,109,hres,875,Yea
passage,109,hr,2679,Nay
passage,109,hres,653,Nay
passage,109,hres,1038,Nay
passage-suspension,109,hr,6102,Not Voting
passage-suspension,109,hres,648,Yea
passage,109,hconres,483,Nay
passage,109,hres,835,Nay
passage-suspension,109,hconres,210,Not Voting
passage,109,hres,1015,Not Voting
passage,109,hr,4830,Not Voting
passage-suspension,109,s,2856,Not Voting
passage-suspension,109,hres,976,Not Voting
passage,109,hr,5429,Nay
passage-suspension,109,hr,6115,Not Voting
passage-suspension,109,hres,826,Yea
passage-suspension,109,hconres,449,Yea
passage-suspension,109,hconres,338,Not Voting
passage-suspension,109,hres,608,Not Voting
passage-suspension,109,hr,5319,Yea
passage-suspension,109,hr,5637,Not Voting
passage-suspension,109,s,193,Yea
passage,109,hr,4844,Not Voting
passage,109,hres,850,Nay
passage-suspension,109,hres,942,Not Voting
passage,109,hr,6095,Not Voting
passage,109,hr,5427,Yea
passage-suspension,109,hr,6033,Not Voting
passage-suspension,109,hres,804,Not Voting
passage-suspension,109,hr,5337,Yea
passage-suspension,109,hconres,384,Yea
passage-suspension,109,hr,5504,Yea
passage,109,hjres,102,Not Voting
passage-suspension,109,hr,5253,Yea
passage-suspension,109,hres,323,Yea
passage-suspension,109,hconres,392,Yea
passage-suspension,109,hr,889,Not Voting
passage-suspension,109,s,2120,Yea
passage-suspension,109,hr,5585,Yea
passage-suspension,109,hres,802,Yea
passage-suspension,109,s,2754,Nay
passage-suspension,109,hres,911,Yea
passage-suspension,109,hr,1176,Yea
passage-suspension,109,s,1235,Yea
passage-suspension,109,hr,4843,Not Voting
passage-suspension,109,hres,658,Yea
passage-suspension,109,hconres,359,Yea
passage,109,hres,890,Not Voting
passage,109,hr,5682,Not Voting
veto-override,109,hr,810,Yea
passage-suspension,109,hres,578,Yea
passage-suspension,109,s,3661,Not Voting
passage,109,hr,5385,Yea
passage-suspension,109,s,2320,Yea
passage-suspension,109,hres,1070,Yea
passage-suspension,109,hr,5683,Yea
passage-suspension,109,hr,4882,Yea
passage-suspension,109,hr,3858,Yea
passage-suspension,109,hres,498,Yea
passage-suspension,109,hres,1078,Yea
passage-suspension,109,hr,3085,Not Voting
passage,109,hres,774,Nay
passage-suspension,109,hr,1096,Yea
passage-suspension,109,hconres,365,Yea
passage,109,hres,805,Nay
passage-suspension,109,hr,5574,Yea
passage-suspension,109,hres,673,Yea
passage,109,hres,1054,Not Voting
passage,109,hconres,440,Nay
passage,109,hres,832,Not Voting
passage-suspension,109,hr,4804,Yea
passage-suspension,109,hjres,81,Yea
passage,109,hr,5825,Nay
passage-suspension,109,hres,740,Yea
passage-suspension,109,hr,5534,Not Voting
passage-suspension,109,hres,1091,Yea
passage,109,hres,906,Yea
passage-suspension,109,hres,921,Yea
passage-suspension,109,hr,1053,Yea
passage-suspension,109,hr,5573,Yea
passage,109,hres,806,Yea
passage-suspension,109,hr,4192,Yea
passage-suspension,109,hr,282,Yea
passage-suspension,109,hres,668,Yea
passage,109,hconres,341,Yea
passage,109,hres,925,Yea
passage-suspension,109,hr,6375,Nay
passage-suspension,109,hr,5852,Yea
passage-suspension,109,hres,703,Yea
passage-suspension,109,hr,6143,Nay
passage,109,hr,5384,Yea
passage,109,hconres,376,Nay
passage,109,hres,741,Nay
passage-suspension,109,hres,744,Yea
passage,109,hres,1003,Not Voting
passage-suspension,109,hres,657,Yea
passage-suspension,109,hr,5092,Nay
passage-suspension,109,hres,992,Yea
passage-suspension,109,hr,6164,Yea
passage-suspension,109,hr,5059,Not Voting
passage-suspension,109,hconres,322,Yea
passage,109,hr,5521,Yea
passage,109,hres,994,Yea
passage-suspension,109,hr,5540,Yea
passage,109,s,403,Nay
passage-suspension,109,s,1989,Yea
passage,109,hr,6061,Not Voting
passage-suspension,109,s,2832,Not Voting
passage,109,hr,5441,Yea
passage-suspension,109,hres,1017,Yea
passage-suspension,109,hres,989,Yea
passage-suspension,109,hr,4772,Nay
passage-suspension,109,hres,844,Yea
passage,109,hr,5576,Yea
passage,109,hres,861,Yea
passage-suspension,109,hres,175,Yea
passage-suspension,109,hr,4894,Yea
passage,109,hres,981,Yea
passage,109,hres,877,Yea
passage-suspension,109,hr,4893,Nay
passage,109,hr,5522,Yea
passage,109,hres,947,Nay
passage-suspension,109,hr,5013,Nay
passage,109,hr,4939,Yea
passage-suspension,109,hres,622,Not Voting
passage-suspension,109,s,418,Not Voting
passage-suspension,109,hr,5121,Yea
passage-suspension,109,hconres,408,Yea
passage-suspension,109,hres,794,Not Voting
passage,109,hres,862,Nay
passage-suspension,109,hres,731,Yea
passage-suspension,109,hres,318,Yea
passage-suspension,109,hr,5428,Yea
passage-suspension,109,hr,5228,Yea
passage-suspension,109,s,2803,Yea
passage,109,hres,1018,Not Voting
passage,109,hr,6094,Not Voting
passage-suspension,109,hr,5449,Yea
passage-suspension,109,hconres,415,Not Voting
passage-suspension,109,hr,5602,Yea
passage-suspension,109,hconres,366,Yea
passage-suspension,109,hr,6099,Nay
passage-suspension,109,hr,864,Yea
passage-suspension,109,hr,3729,Not Voting
passage,109,hres,920,Nay
passage,109,hres,1096,Not Voting
passage-suspension,109,hres,737,Yea
passage-suspension,109,hr,3085,Yea
passage-suspension,109,s,3504,Yea
passage,109,hr,5122,Not Voting
passage-suspension,109,hr,3127,Yea
passage-suspension,109,hres,781,Yea
passage-suspension,109,s,3546,Not Voting
passage-suspension,109,hres,697,Yea
passage-suspension,109,hr,5254,Nay
passage-suspension,109,hconres,354,Yea
passage-suspension,109,hr,5037,Yea
passage,109,hjres,88,Nay
passage,109,hr,4772,Not Voting
passage-suspension,109,hr,4681,Yea
passage,109,hr,4939,Yea
passage,109,hres,1101,Not Voting
passage,109,hr,5386,Nay
passage-suspension,109,hconres,320,Yea
passage,109,hr,4954,Not Voting
passage,109,hr,5672,Yea
passage-suspension,109,hr,6314,Yea
passage-suspension,109,hr,3496,Not Voting
passage-suspension,109,s,819,Yea
passage-suspension,109,hres,556,Yea
passage-suspension,109,hres,1082,Not Voting
passage,109,hr,4973,Yea
passage-suspension,109,hres,803,Yea
passage,109,hres,783,Nay
passage-suspension,109,s,3718,Not Voting
passage-suspension,109,hconres,98,Yea
passage,109,hr,3402,Yea
passage-suspension,109,hres,343,Yea
passage-suspension,109,hres,193,Yea
passage,109,hres,509,Nay
passage-suspension,109,hr,912,Yea
passage-suspension,109,hconres,269,Yea
passage-suspension,109,hres,340,Nay
passage,109,hconres,95,Nay
passage-suspension,109,hconres,178,Yea
passage-suspension,109,hres,56,Yea
passage-suspension,109,hres,500,Yea
passage,109,hres,527,Yea
passage,109,hr,3057,Yea
passage-suspension,109,hr,1790,Yea
passage-suspension,109,hr,683,Yea
passage,109,hjres,72,Yea
passage,109,hres,60,Yea
passage-suspension,109,hr,902,Yea
passage-suspension,109,hconres,30,Yea
passage-suspension,109,hr,315,Yea
passage,109,hr,2985,Yea
passage,109,hr,2744,Yea
passage-suspension,109,hr,3675,Yea
passage-suspension,109,hres,228,Yea
passage-suspension,109,hres,344,Yea
passage,109,hres,126,Nay
passage-suspension,109,hconres,18,Yea
passage-suspension,109,s,1786,Yea
passage,109,hr,2361,Yea
passage-suspension,109,hres,352,Yea
passage-suspension,109,hconres,127,Yea
passage,109,hr,3058,Yea
passage,109,hjres,68,Yea
passage-suspension,109,hres,142,Yea
passage-suspension,109,hr,3256,Yea
passage-suspension,109,hr,1270,Yea
passage,109,hr,739,Yea
passage-suspension,109,hres,46,Yea
passage,109,hr,3010,Nay
passage-suspension,109,hres,57,Yea
passage,109,s,256,Yea
passage,109,hres,75,Nay
passage-suspension,109,hconres,81,Yea
passage-suspension,109,hres,547,Nay
passage,109,hconres,36,Yea
passage,109,hres,559,Nay
passage-suspension,109,hr,3422,Yea
passage-suspension,109,hjres,59,Yea
passage-suspension,109,s,643,Not Voting
passage-suspension,109,hr,4096,Yea
passage-suspension,109,hr,3283,Nay
passage,109,hr,525,Yea
passage-suspension,109,hconres,196,Yea
passage-suspension,109,hres,376,Yea
passage,109,hres,455,Nay
passage,109,hres,437,Nay
passage-suspension,109,hconres,294,Yea
